form_id,label,label_length,is_common
custom_64c8ec3f7b978a3924d44a09,TIPS en ADVIEZEN over het huisdier,34,False
custom_64c8ec3f7b978a3924d44a09,bevindingen skelet en poten,27,False
custom_64c8ec3f7b978a3924d44a09,schoon en helderstaarhoornvliesschadeanders,43,False
custom_64c8ec3f7b978a3924d44a09,EINDUITSLAG,11,False
custom_64c8ec3f7b978a3924d44a09,OscilometrischDopplerNVT (hond)niet gelukt,42,False
custom_64c8ec3f7b978a3924d44a09,normaal (≤ 1 sec)abnormaal (> 1 sec),36,False
custom_64c8ec3f7b978a3924d44a09,schoonoorsmeer (cerumen)roodheidoorsmeer en roodheidoormijt,59,False
custom_64c8ec3f7b978a3924d44a09,Ademfrequentie,14,False
custom_64c8ec3f7b978a3924d44a09,Neusuitvloeiing,15,False
custom_64c8ec3f7b978a3924d44a09,Geen zichtbare afwijkingen en niet te gestresst,47,False
custom_64c8ec3f7b978a3924d44a09,normaalbloedeiwit,17,False
custom_64c8ec3f7b978a3924d44a09,0-3 maanden3-6 maanden6-12 maandenlanger dan 1 jaar geleden,59,False
custom_64c8ec3f7b978a3924d44a09,normaaltestes afwijkend,23,False
custom_64c8ec3f7b978a3924d44a09,Krijgt het dier medicatie en of supplementen?,45,False
custom_64c8ec3f7b978a3924d44a09,"normaalabnormaal, zie uitslag kaart",35,False
custom_64c8ec3f7b978a3924d44a09,oren bevindingen,16,False
custom_64c8ec3f7b978a3924d44a09,normaalabnormaal,16,False
custom_64c8ec3f7b978a3924d44a09,Bijgeluiden ademhaling,22,False
custom_64c8ec3f7b978a3924d44a09,strip urine,11,False
custom_64c8ec3f7b978a3924d44a09,Merk voeding,12,False
custom_64c8ec3f7b978a3924d44a09,Aantal slagen per minuut (hartfrequentie),41,False
custom_64c8ec3f7b978a3924d44a09,Krijgt seniorvoeding,20,False
custom_64c8ec3f7b978a3924d44a09,pH urine,8,False
custom_64c8ec3f7b978a3924d44a09,Type voeding,12,False
custom_64c8ec3f7b978a3924d44a09,huid en vacht bevindingen,25,False
custom_64c8ec3f7b978a3924d44a09,Uitslag bloedonderzoek haematologie,35,False
custom_64c8ec3f7b978a3924d44a09,regematigonregelmatig,21,False
custom_64c8ec3f7b978a3924d44a09,neeja,5,False
custom_64c8ec3f7b978a3924d44a09,Welk ontwormingsmiddel?,23,False
custom_64c8ec3f7b978a3924d44a09,CRT,3,False
custom_64c8ec3f7b978a3924d44a09,normaalkreupelheidzwelling(en)spieratrofieanders,48,False
custom_64c8ec3f7b978a3924d44a09,Bevestiging fitte senior door dierenarts,40,False
custom_64c8ec3f7b978a3924d44a09,Ademhalingstype,15,False
custom_64c8ec3f7b978a3924d44a09,Hill'sPurinaRoyal CaninOverig,29,False
custom_64c8ec3f7b978a3924d44a09,normaalgespannen/pijnlijktoegenomen buikomvang,46,False
custom_64c8ec3f7b978a3924d44a09,Ademhalingsfrequentie per minuut,32,False
custom_64c8ec3f7b978a3924d44a09,normaalverhoogdverlaagd,23,False
custom_64c8ec3f7b978a3924d44a09,Hoeveel maanden geleden laatste ontworming?,43,False
custom_64c8ec3f7b978a3924d44a09,BCS,3,False
custom_64c8ec3f7b978a3924d44a09,rosebleekroodpaars,18,False
custom_64c8ec3f7b978a3924d44a09,bevindingen buik,16,False
custom_64c8ec3f7b978a3924d44a09,geen afwijkingen gevondenwel afwijking(en) gevonden,51,False
custom_64c8ec3f7b978a3924d44a09,Methode,7,False
custom_64c8ec3f7b978a3924d44a09,ogen bevindingen,16,False
custom_64c8ec3f7b978a3924d44a09,s.g. urine,10,False
custom_64c8ec3f7b978a3924d44a09,Welke voedingssupplementen?,27,False
custom_64c8ec3f7b978a3924d44a09,Datum,5,True
custom_64c8ec3f7b978a3924d44a09,Paraveterinair,14,False
custom_64c8ec3f7b978a3924d44a09,OVER 1 JAAR SCREENING HERHALENCONSULT BIJ DIERENARTS,52,False
custom_651426aa7b978a340f7fc4c7,Petflex pootje verwijderd,25,False
custom_651426aa7b978a340f7fc4c7,Nabehandeling/opmerkingen,25,False
custom_651426aa7b978a340f7fc4c7,Vaccinatieplan,14,False
custom_651426aa7b978a340f7fc4c7,JaNVT,5,False
custom_651426aa7b978a340f7fc4c7,Kraag/mps besproken,19,False
custom_651426aa7b978a340f7fc4c7,Afspraak hhv,12,False
custom_651426aa7b978a340f7fc4c7,(indicatie) Operatie,20,False
custom_651426aa7b978a340f7fc4c7,ssssk(i)ssp(i)amp(i)mmp(i),26,False
custom_651426aa7b978a340f7fc4c7,Narcose verloop,15,False
custom_651426aa7b978a340f7fc4c7,"Ja, advies Pro PlanJa, advies HillsJa, andersNee, niet besproken",64,False
custom_651426aa7b978a340f7fc4c7,(Aangepaste) voeding besproken,30,False
custom_651426aa7b978a340f7fc4c7,Tube maat,9,False
custom_651426aa7b978a340f7fc4c7,Medicatie meegegeven,20,False
custom_651426aa7b978a340f7fc4c7,Pre-anesthetisch onderzoek,26,False
custom_651426aa7b978a340f7fc4c7,Vanmorgen reeds gedaanVanmiddag alsnog gedaan,45,False
custom_651426aa7b978a340f7fc4c7,Afwijkingen bloedonderzoek,26,False
custom_651426aa7b978a340f7fc4c7,"Geen bijzonderheden, uitslag (per mail) naar client gestuurdNiet uitgevoerdAfwijkend",84,False
custom_651426aa7b978a340f7fc4c7,Uitvoering operatie,19,False
custom_651426aa7b978a340f7fc4c7,Chirurg,7,False
custom_651426aa7b978a340f7fc4c7,Assistent,9,False
custom_651426aa7b978a340f7fc4c7,Patient is meegegeven door,26,False
custom_651426aa7b978a340f7fc4c7,Recovery,8,False
custom_651426aa7b978a340f7fc4c7,Vaccinatiestatus,16,False
custom_651426aa7b978a340f7fc4c7,Narcose,7,False
custom_651426aa7b978a340f7fc4c7,voeding anders,14,False
custom_651426aa7b978a340f7fc4c7,Nazorgformulier verstuurd,25,False
custom_651426aa7b978a340f7fc4c7,"JaNee, duidelijk uitgelegd het thuis te doenNVT",47,False
custom_651426aa7b978a340f7fc4c7,Aanvullend,10,False
custom_651426aa7b978a340f7fc4c7,"IngeplandNVTEigenaar maakt zelf afspraak, online aangebodenControle combineren met vaccinatie",93,False
custom_651426aa7b978a340f7fc4c7,Infuus(snelheid),16,False
custom_651426aa7b978a340f7fc4c7,"Bekend en herinnering aanwezigVerlopen, bespreken met clientOnbekend, bespreken met client",90,False
custom_651426aa7b978a340f7fc4c7,(Aanvullende) Anamnese,22,False
custom_651426aa7b978a340f7fc4c7,Pre-anesthetisch Bloedonderzoek,31,False
custom_651426aa7b978a340f7fc4c7,Datum,5,True
custom_651427c47b978a340f7fc4f4,tijd,4,False
custom_651427c47b978a340f7fc4f4,Aanpassingen voor volgende behandeling(en),42,False
custom_651427c47b978a340f7fc4f4,Indicatie,9,False
custom_651427c47b978a340f7fc4f4,Te behandelen oppervlakte (cm2),31,False
custom_651427c47b978a340f7fc4f4,Power (Watt),12,False
custom_651427c47b978a340f7fc4f4,Behandeling,11,False
custom_651427c47b978a340f7fc4f4,Totale behandeltijd (sec),25,False
custom_651427c47b978a340f7fc4f4,Contactechniek,14,False
custom_651427c47b978a340f7fc4f4,gebruiker,9,True
custom_651427c47b978a340f7fc4f4,Totale dosering per behandeling (Joule),39,False
custom_651427c47b978a340f7fc4f4,Dosering (Joule/cm2),20,False
custom_651427c47b978a340f7fc4f4,Overige opmerkingen,19,False
custom_651427c47b978a340f7fc4f4,datum,5,True
custom_651427c47b978a340f7fc4f4,Techniek,8,False
custom_651427f87b978a340f7fc506,Opmerking indicatie/EOS,23,False
custom_651427f87b978a340f7fc506,Houding van het dier,20,False
custom_651427f87b978a340f7fc506,Opmerking controle,18,False
custom_651427f87b978a340f7fc506,Hartfrequentie,14,False
custom_651427f87b978a340f7fc506,Classificatie,13,False
custom_651427f87b978a340f7fc506,Ernstige hypertensie (>180mmHg),31,False
custom_651427f87b978a340f7fc506,2e meting,9,False
custom_651427f87b978a340f7fc506,7e meting,9,False
custom_651427f87b978a340f7fc506,GeenAmlodipineTelmirsartanBenazeprilDosering verhogenDosering verlagenOverige,77,False
custom_651427f87b978a340f7fc506,Normotensie (<140mmHg),22,False
custom_651427f87b978a340f7fc506,Hypertensie (160-179mmHg),25,False
custom_651427f87b978a340f7fc506,Linker voorpootRechter voorpootLinker achterpootRechter achterpootStaart,72,False
custom_651427f87b978a340f7fc506,Behandelend dierenarts,22,False
custom_651427f87b978a340f7fc506,BP verhoging situationeel,25,False
custom_651427f87b978a340f7fc506,Trend BP,8,False
custom_651427f87b978a340f7fc506,Indicatie bloeddrukmeting,25,False
custom_651427f87b978a340f7fc506,Apparatuur,10,False
custom_651427f87b978a340f7fc506,Stressniveau dier,17,False
custom_651427f87b978a340f7fc506,Controle BP,11,False
custom_651427f87b978a340f7fc506,Verder aanwezig,15,False
custom_651427f87b978a340f7fc506,Anamnese,8,True
custom_651427f87b978a340f7fc506,Uitgevoerd door,15,False
custom_651427f87b978a340f7fc506,Indien EOS,10,False
custom_651427f87b978a340f7fc506,Volgende controle ingepland,27,False
custom_651427f87b978a340f7fc506,1e meting,9,False
custom_651427f87b978a340f7fc506,Huidige andere medicatie,24,False
custom_651427f87b978a340f7fc506,Behandeling,11,False
custom_651427f87b978a340f7fc506,4e meting,9,False
custom_651427f87b978a340f7fc506,6e meting,9,False
custom_651427f87b978a340f7fc506,Positie cuff,12,False
custom_651427f87b978a340f7fc506,Huidige BP medicatie,20,False
custom_651427f87b978a340f7fc506,5e meting,9,False
custom_651427f87b978a340f7fc506,3e meting,9,False
custom_651427f87b978a340f7fc506,Pre-hypertensie (140-159mmHg),29,False
custom_651427f87b978a340f7fc506,Locatie (ruimte),16,False
custom_651427f87b978a340f7fc506,Gemiddelde systolische BP van bruikbare waarden,47,False
custom_651427f87b978a340f7fc506,Vorige meting (Classificatie / mmHg),36,False
custom_651427f87b978a340f7fc506,Hulpmiddelen verlagen stressniveau gebruikt,43,False
custom_651427f87b978a340f7fc506,Cuff maat,9,False
custom_651430da7b978a340f7fc6be,Petflex pootje verwijderd,25,False
custom_651430da7b978a340f7fc6be,Nabehandeling/opmerkingen,25,False
custom_651430da7b978a340f7fc6be,Vaccinatieplan,14,False
custom_651430da7b978a340f7fc6be,JaNVT,5,False
custom_651430da7b978a340f7fc6be,Voeding anders,14,False
custom_651430da7b978a340f7fc6be,Kraag/mps besproken,19,False
custom_651430da7b978a340f7fc6be,Afspraak hhv,12,False
custom_651430da7b978a340f7fc6be,ssssk(i)ssp(i)amp(i)mmp(i),26,False
custom_651430da7b978a340f7fc6be,Narcose verloop,15,False
custom_651430da7b978a340f7fc6be,"Ja, advies Pro PlanJa, advies HillsJa, andersNee, niet besproken",64,False
custom_651430da7b978a340f7fc6be,Tube maat,9,False
custom_651430da7b978a340f7fc6be,(Aangepaste) voeding besproken,30,False
custom_651430da7b978a340f7fc6be,Medicatie meegegeven,20,False
custom_651430da7b978a340f7fc6be,Pre-anesthetisch onderzoek,26,False
custom_651430da7b978a340f7fc6be,Vanmorgen reeds gedaanVanmiddag alsnog gedaan,45,False
custom_651430da7b978a340f7fc6be,Operatie,8,False
custom_651430da7b978a340f7fc6be,Afwijkingen bloedonderzoek,26,False
custom_651430da7b978a340f7fc6be,"Geen bijzonderheden, uitslag (per mail) naar client gestuurdNiet uitgevoerdAfwijkend",84,False
custom_651430da7b978a340f7fc6be,Chirurg,7,False
custom_651430da7b978a340f7fc6be,Assistent,9,False
custom_651430da7b978a340f7fc6be,Uitvoering castratie reu,24,False
custom_651430da7b978a340f7fc6be,Patient is meegegeven door,26,False
custom_651430da7b978a340f7fc6be,Recovery,8,False
custom_651430da7b978a340f7fc6be,Vaccinatiestatus,16,False
custom_651430da7b978a340f7fc6be,Narcose,7,False
custom_651430da7b978a340f7fc6be,Uitvoering (lap)sterilisatie/castratie,38,False
custom_651430da7b978a340f7fc6be,Nazorgformulier verstuurd,25,False
custom_651430da7b978a340f7fc6be,"JaNee, duidelijk uitgelegd het thuis te doenNVT",47,False
custom_651430da7b978a340f7fc6be,Pre-anesthetisch Bloedonderzoek,31,False
custom_651430da7b978a340f7fc6be,Aanvullend,10,False
custom_651430da7b978a340f7fc6be,"IngeplandNVTEigenaar maakt zelf afspraak, online aangebodenControle combineren met vaccinatie",93,False
custom_651430da7b978a340f7fc6be,Infuus(snelheid),16,False
custom_651430da7b978a340f7fc6be,"Bekend en herinnering aanwezigVerlopen, bespreken met clientOnbekend, bespreken met client",90,False
custom_651430da7b978a340f7fc6be,(Aanvullende) Anamnese,22,False
custom_651430da7b978a340f7fc6be,Indicatie operatie,18,False
custom_651430da7b978a340f7fc6be,Datum,5,True
custom_651436287b978a340f7fc7bd,Ph,2,False
custom_651436287b978a340f7fc7bd,Glucose,7,False
custom_651436287b978a340f7fc7bd,ThoraxAbdomen,13,False
custom_651436287b978a340f7fc7bd,Interpretatie vloeistof,23,False
custom_651436287b978a340f7fc7bd,Sg,2,False
custom_651436287b978a340f7fc7bd,Soort punctie,13,False
custom_651436287b978a340f7fc7bd,g/100ml,7,False
custom_651436807b978a340f7fc7c6,Mederwerker,11,False
custom_651436807b978a340f7fc7c6,Anamnese,8,True
custom_651436807b978a340f7fc7c6,LibrelaSolensiaCytopoint,24,False
custom_651436807b978a340f7fc7c6,Huid / vacht,12,False
custom_651436807b978a340f7fc7c6,Injectie over 4 weken herhalen (bij PV)controle bij dierenarts plannen,70,False
custom_651436807b978a340f7fc7c6,Advies,6,False
custom_651436807b978a340f7fc7c6,Geen bijzonderhedenRoodheidKale plekkenZie opmerkingen,54,False
custom_651436807b978a340f7fc7c6,1/92/93/94/95/96/97/98/99/9,27,False
custom_651436807b978a340f7fc7c6,Oorschelpen,11,False
custom_651436807b978a340f7fc7c6,Injectie over 4 weken herhalen (bij PV )Controle bij dierenarts plannen,71,False
custom_651436807b978a340f7fc7c6,Vlooien(poepjes),16,False
custom_651436807b978a340f7fc7c6,Injectie,8,False
custom_651436807b978a340f7fc7c6,Opmerkingen,11,True
custom_651436807b978a340f7fc7c6,Injectie over 4 weken herhalen (bij PV)Controle bij dierenarts plannen,70,False
custom_651436807b978a340f7fc7c6,Voedingstoestand,16,False
custom_651436807b978a340f7fc7c6,Gewicht,7,True
custom_651436877b978a340f7fc7c8,Anamnese,8,True
custom_651436877b978a340f7fc7c8,tijd,4,False
custom_651436877b978a340f7fc7c8,Plan van aanpak,15,False
custom_651436877b978a340f7fc7c8,Volgende controle,17,False
custom_651436877b978a340f7fc7c8,BCS,3,False
custom_651436877b978a340f7fc7c8,gebruiker,9,True
custom_651436877b978a340f7fc7c8,Bevindingen feedwise,20,False
custom_651436877b978a340f7fc7c8,Overige opmerkingen,19,False
custom_651436877b978a340f7fc7c8,datum,5,True
custom_651436f67b978a340f7fc7cb,sskisskmkpimmpiampi,19,False
custom_651436f67b978a340f7fc7cb,Nabehandeling/opmerkingen,25,False
custom_651436f67b978a340f7fc7cb,JaNVT,5,False
custom_651436f67b978a340f7fc7cb,Voeding anders,14,False
custom_651436f67b978a340f7fc7cb,Kraag/mps besproken,19,False
custom_651436f67b978a340f7fc7cb,Petflex pootje verwijdert,25,False
custom_651436f67b978a340f7fc7cb,Afspraak hhv,12,False
custom_651436f67b978a340f7fc7cb,(indicatie) Operatie,20,False
custom_651436f67b978a340f7fc7cb,Narcose verloop,15,False
custom_651436f67b978a340f7fc7cb,(Aangepaste) voeding besproken,30,False
custom_651436f67b978a340f7fc7cb,Medicatie meegegeven,20,False
custom_651436f67b978a340f7fc7cb,Vanmorgen reeds gedaanVanmiddag alsnog gedaan,45,False
custom_651436f67b978a340f7fc7cb,Pre-anesthetisch onderzoek,26,False
custom_651436f67b978a340f7fc7cb,Uitvoering operatie,19,False
custom_651436f67b978a340f7fc7cb,Chirurg,7,False
custom_651436f67b978a340f7fc7cb,Patient is meegegeven door,26,False
custom_651436f67b978a340f7fc7cb,datum,5,True
custom_651436f67b978a340f7fc7cb,Recovery,8,False
custom_651436f67b978a340f7fc7cb,Narcose,7,False
custom_651436f67b978a340f7fc7cb,"Ja, advies Pro PlanJa, advies Royal CaninJa, andersNee niet besproken",69,False
custom_651436f67b978a340f7fc7cb,Nazorgformulier verstuurt,25,False
custom_651436f67b978a340f7fc7cb,"JaNee, duidelijk uitgelegd het thuis te doenNVT",47,False
custom_651436f67b978a340f7fc7cb,Aanvullend,10,False
custom_651436f67b978a340f7fc7cb,Infuus(snelheid),16,False
custom_651436f67b978a340f7fc7cb,(Aanvullende) Anamnese,22,False
custom_651436f67b978a340f7fc7cb,"IngeplandNVTEigenaar maakt zelf afspraak, online aangeboden",59,False
custom_651436f67b978a340f7fc7cb,input,5,False
custom_651436f67b978a340f7fc7cb,Assistent,9,False
custom_651437577b978a340f7fc7ce,Ogen,4,False
custom_651437577b978a340f7fc7ce,StabielAangekomenAfgevallen,27,False
custom_651437577b978a340f7fc7ce,Attent en AlertAngstigDrukApatisch/sloomNerveusLeuk & vriendelijkLeuke nieuwsgierige diertje,92,False
custom_651437577b978a340f7fc7ce,Gingivitis,10,False
custom_651437577b978a340f7fc7ce,Dier en Zorg Plan,17,False
custom_651437577b978a340f7fc7ce,Oorschelpen,11,False
custom_651437577b978a340f7fc7ce,(Voedings)advies,16,False
custom_651437577b978a340f7fc7ce,BASISINFORMATIE controleren: voeding/medicijn gebruik etc,57,False
custom_651437577b978a340f7fc7ce,*Overige opmerkingen,20,False
custom_651437577b978a340f7fc7ce,Aanvullend gebit:,17,False
custom_651437577b978a340f7fc7ce,Gebit mate van tandsteen,24,False
custom_651437577b978a340f7fc7ce,Anaalklieren,12,False
custom_651437577b978a340f7fc7ce,"Schone, heldere ogenTraansstreep > ADVIES > schoonhouden met (malacetic) doekjes",80,False
custom_651437577b978a340f7fc7ce,GekniptHerhaalafspraak?,23,False
custom_651437577b978a340f7fc7ce,datum,5,True
custom_651437577b978a340f7fc7ce,Vlooien en tekenbestrijding voldoenAdvies gedurende het hele jaar,65,False
custom_651437577b978a340f7fc7ce,Adviezen,8,False
custom_651437577b978a340f7fc7ce,Uw paraveterinair,17,False
custom_651437577b978a340f7fc7ce,Algemene indruk,15,True
custom_651437577b978a340f7fc7ce,Instructies Paraveterinairen,28,False
custom_651437577b978a340f7fc7ce,Voedingstoestand,16,False
custom_651437577b978a340f7fc7ce,Ontworming,10,False
custom_651437577b978a340f7fc7ce,Anamnese/klachten,17,False
custom_651437577b978a340f7fc7ce,Huid / vacht,12,False
custom_651437577b978a340f7fc7ce,Nagels,6,False
custom_651437577b978a340f7fc7ce,Opmerkingen AO,14,False
custom_651437577b978a340f7fc7ce,Geef het GEWICHT in in Animana,30,False
custom_651437577b978a340f7fc7ce,Vlooien / teken,15,False
custom_651437577b978a340f7fc7ce,Opmerkingen,11,True
custom_651437577b978a340f7fc7ce,Gewicht,7,True
custom_6514378d7b978a340f7fc7fa,"Inspectie, palpatie, pass. bewegingen welverkolom/romp",54,False
custom_6514378d7b978a340f7fc7fa,Extensor carpi radialis reflex rechts,37,False
custom_6514378d7b978a340f7fc7fa,Overige opmerkingen,19,False
custom_6514378d7b978a340f7fc7fa,Vraagstelling / iatrotroop probleem,35,False
custom_6514378d7b978a340f7fc7fa,Gedrag en bewustzijnsniveau,27,False
custom_6514378d7b978a340f7fc7fa,- linksachter,13,False
custom_6514378d7b978a340f7fc7fa,Bevindingen algemeen lichamelijk onderzoek,42,False
custom_6514378d7b978a340f7fc7fa,Anusreflex,10,False
custom_6514378d7b978a340f7fc7fa,Correctie dubbeltreden rechtsvoor,33,False
custom_6514378d7b978a340f7fc7fa,Kniepees reflex rechts,22,False
custom_6514378d7b978a340f7fc7fa,Reactie op sensorische input/pijn,33,False
custom_6514378d7b978a340f7fc7fa,Stand,5,False
custom_6514378d7b978a340f7fc7fa,- links,7,False
custom_6514378d7b978a340f7fc7fa,Hinkelen rechtsvoor,19,False
custom_6514378d7b978a340f7fc7fa,Tactiele plaatsing,18,False
custom_6514378d7b978a340f7fc7fa,Interpretatie,13,False
custom_6514378d7b978a340f7fc7fa,Dierenarts,10,True
custom_6514378d7b978a340f7fc7fa,Plan,4,False
custom_6514378d7b978a340f7fc7fa,Inspectie en palpatie,21,False
custom_6514378d7b978a340f7fc7fa,- rechtsachter,14,False
custom_6514378d7b978a340f7fc7fa,Locomotie,9,False
custom_6514378d7b978a340f7fc7fa,- linksvoor,11,False
custom_6514378d7b978a340f7fc7fa,Optische plaatsing,18,False
custom_6514378d7b978a340f7fc7fa,Dreigreflex rechts,18,False
custom_6514378d7b978a340f7fc7fa,Slik- en hoestreflex,20,False
custom_6514378d7b978a340f7fc7fa,Ooglidreflex rechts,19,False
custom_6514378d7b978a340f7fc7fa,Pupilreflex rechts,18,False
custom_6514378d7b978a340f7fc7fa,Opmerkingen,11,True
custom_6514378d7b978a340f7fc7fa,Terugtrekreflex rechtsvoor,26,False
custom_6514378d7b978a340f7fc7fa,Datum,5,True
custom_6514383e7b978a340f7fc817,Gepoept?,8,False
custom_6514383e7b978a340f7fc817,Gedronken?,10,False
custom_6514383e7b978a340f7fc817,Geplast?,8,False
custom_6514383e7b978a340f7fc817,"JaNeeNiet gekeken, advies wel te doen",37,False
custom_6514383e7b978a340f7fc817,JaN.V.T.Eigenaar belt nog,25,False
custom_6514383e7b978a340f7fc817,Opmerkingen:,12,False
custom_6514383e7b978a340f7fc817,JaNee,5,False
custom_6514383e7b978a340f7fc817,Wond schoon? droog? rustig?,27,False
custom_6514383e7b978a340f7fc817,IVT medicatie geven gelukt?,27,False
custom_6514383e7b978a340f7fc817,JaEigenaar belt nog,19,False
custom_6514383e7b978a340f7fc817,Aan de wond gezeten?,20,False
custom_6514383e7b978a340f7fc817,Gebruiker,9,False
custom_6514383e7b978a340f7fc817,Hoe is de nacht gegaan?,23,False
custom_6514383e7b978a340f7fc817,Gebitsbehandeling,17,False
custom_6514383e7b978a340f7fc817,Controle/HHV ingepland?,23,False
custom_6514383e7b978a340f7fc817,Controle ingepland?,19,False
custom_6514383e7b978a340f7fc817,IVT ingeven van medicatie gelukt?,33,False
custom_6514383e7b978a340f7fc817,Opmerkingen,11,True
custom_6514383e7b978a340f7fc817,Gegeten?,8,False
custom_6514388f7b978a340f7fc829,Lichtverteerbare voeding,24,False
custom_6514388f7b978a340f7fc829,Anamnese,8,True
custom_6514388f7b978a340f7fc829,diagnose,8,False
custom_6514388f7b978a340f7fc829,"Geadviseerd en ingeplandGeadviseerd, eigenaar plant zelf in (advies online)NVT",78,False
custom_6514388f7b978a340f7fc829,Vaccinatie status,17,False
custom_6514388f7b978a340f7fc829,bevindingen,11,False
custom_6514388f7b978a340f7fc829,gebruiker,9,True
custom_6514388f7b978a340f7fc829,Controle afspraak,17,False
custom_6514388f7b978a340f7fc829,Tips & Adviezen,15,False
custom_6514388f7b978a340f7fc829,advies/therapie,15,False
custom_6514388f7b978a340f7fc829,AanwezigOnbekend en ingeadviseerdNiets mee gedaan,49,False
custom_651438be7b978a340f7fc833,datum voorval,13,False
custom_651438be7b978a340f7fc833,diersoort,9,False
custom_651438be7b978a340f7fc833,diersoort overig,16,False
custom_651438be7b978a340f7fc833,betrokken dierenarts,20,False
custom_651438be7b978a340f7fc833,betrokken paraveterinair,24,False
custom_651438be7b978a340f7fc833,indeling COMPLICATIE/INCIDENT,29,False
custom_651438be7b978a340f7fc833,datum evalutatie verbetermaatregelen,36,False
custom_651438be7b978a340f7fc833,"omschrijving [wat, waar, hoe?]",30,False
custom_651438be7b978a340f7fc833,indeling KLACHT,15,False
custom_651438be7b978a340f7fc833,betreft,7,False
custom_651438be7b978a340f7fc833,locatie Evi dierenartsen,24,False
custom_651438be7b978a340f7fc833,VERBETERMAATREGEL 2,19,False
custom_651438be7b978a340f7fc833,datum afhandeling klacht,24,False
custom_651438be7b978a340f7fc833,signalering door medewerker,27,False
custom_651438be7b978a340f7fc833,verwachting cli�nt,18,False
custom_651438be7b978a340f7fc833,VERBETERMAATREGEL 3,19,False
custom_651438be7b978a340f7fc833,afgesproken met cli�nt,22,False
custom_651438be7b978a340f7fc833,afhandeling/gezien klacht door,30,False
custom_651438be7b978a340f7fc833,CLIENT NAAM EN PATIENT NAAM,27,False
custom_651438be7b978a340f7fc833,VERBETERMAATREGEL 1,19,False
custom_651438fa7b978a340f7fc846,Naslagwerk nascholing te vinden in,34,False
custom_651438fa7b978a340f7fc846,Nascholingsinstantie,20,False
custom_651438fa7b978a340f7fc846,Nascholing,10,False
custom_651438fa7b978a340f7fc846,gebruiker,9,True
custom_651438fa7b978a340f7fc846,Afgetekend/gelezen,18,False
custom_651438fa7b978a340f7fc846,Datum,5,True
custom_651438fa7b978a340f7fc846,Nascholingspunten,17,False
custom_651439e67b978a340f7fc869,P/C,3,False
custom_651439e67b978a340f7fc869,ErythrocytenLeucocytenPlaveiselepitheelcellenOvergangsepitheelcellenNierepitheelcellenGeen cellen,97,False
custom_651439e67b978a340f7fc869,Cellen,6,False
custom_651439e67b978a340f7fc869,CR,2,False
custom_651439e67b978a340f7fc869,GLU,3,False
custom_651439e67b978a340f7fc869,URO,3,False
custom_651439e67b978a340f7fc869,PRO,3,False
custom_651439e67b978a340f7fc869,BLD,3,False
custom_651439e67b978a340f7fc869,Spontane urine (midstream)KatheterPer punctie (steriel),55,False
custom_651439e67b978a340f7fc869,A/C,3,False
custom_651439e67b978a340f7fc869,Uitgevoerd,10,False
custom_651439e67b978a340f7fc869,pH,2,False
custom_651439e67b978a340f7fc869,MA,2,False
custom_651439e67b978a340f7fc869,Soortelijk gewicht,18,False
custom_651439e67b978a340f7fc869,BIL,3,False
custom_651439e67b978a340f7fc869,opmerkingen,11,False
custom_651439e67b978a340f7fc869,Nitriet,7,False
custom_651439e67b978a340f7fc869,Leu,3,False
custom_651439e67b978a340f7fc869,KET,3,False
custom_651439e67b978a340f7fc869,Opmerkingen,11,True
custom_651439e67b978a340f7fc869,Urine via,9,False
custom_65143a627b978a340f7fc89f,Poepen,6,False
custom_65143a627b978a340f7fc89f,Pijnscore,9,False
custom_65143a627b978a340f7fc89f,Opname vorm,11,False
custom_65143a627b978a340f7fc89f,Infuus (snelheid ml/h),22,False
custom_65143a627b978a340f7fc89f,"Ja, normaalJa, diarreeNee",25,False
custom_65143a627b978a340f7fc89f,JaNee,5,False
custom_65143a627b978a340f7fc89f,Ingevuld door:,14,False
custom_65143a627b978a340f7fc89f,Temperatuur,11,True
custom_65143a627b978a340f7fc89f,JaNeeOnbekend,13,False
custom_65143a627b978a340f7fc89f,Gewicht ingevuld,16,False
custom_65143a627b978a340f7fc89f,Pols frequentie p/min,21,False
custom_65143a627b978a340f7fc89f,Plassen,7,False
custom_65143a627b978a340f7fc89f,Braken,6,False
custom_65143a627b978a340f7fc89f,Algemeen onderzoek,18,False
custom_65143a627b978a340f7fc89f,Eten,4,False
custom_65143a627b978a340f7fc89f,Reden van opname,16,False
custom_65143a627b978a340f7fc89f,Contact eigenaar via:,21,False
custom_65143a627b978a340f7fc89f,Opmerking EDPP,14,False
custom_65143a627b978a340f7fc89f,Drinken,7,True
custom_65143a627b978a340f7fc89f,DDX,3,False
custom_65143a627b978a340f7fc89f,Algemene indruk,15,True
custom_65143a627b978a340f7fc89f,Plan,4,False
custom_65143a627b978a340f7fc89f,ZelfstandigZelfstandig matigNietNiet krijgt dwangvoedingNiet gehad,66,False
custom_65143a627b978a340f7fc89f,Bijzonderheden,14,False
custom_65143a627b978a340f7fc89f,Ademhalings frequentie p/min,28,False
custom_65143a627b978a340f7fc89f,Kosten genoemd/besproken,24,False
custom_65143a627b978a340f7fc89f,Opmerkingen,11,True
custom_65143a7d7b978a340f7fc8a2,"niet zichtbaargbroodperforatiebomberendanders, namelijk:",56,False
custom_65143a7d7b978a340f7fc8a2,algemeen onderzoek,18,False
